State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male workers,Female workers,Main workers,Marginal workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Lpg cylindar,Electricty,Internet,Computer,Rural Households,Urbal Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduates,Literates,Illiterates,Total Educated,Age 0 to 30,Age 30 to 50,Age above 50,Cars,Radios,Motorcycles,Mobiles,All Gadgets,Television,Landlines,Both Phone and Landline,Latrine facilities,Owned,Rented,Fuel,No Latrine Facilities,wells,Handpump Tubewell Borewell,Spring water,Canal,Other Sources of Water,Drinking Water Near Household,Drinking Water Within Household,Watertank Pond Lakes,Tapwater,DrinkingWater Source Far From Home,1 couple,2 couple,3 couple,3 or more couple,1 member,2 members,1-2 members,3 members,3-5 members,4 members,5 members,6-8 members,9 members,Total_minority,Male Minority,Female Minority,Secondary - Higher
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,200372,100421,99951,88886,44515,44371,597305,345054,252251,413838,183467,1009352,26502,2145,831,154458,1017,3555,55948,227025,2932,13165,283843,72575,356418,115150,187870,208902,204435,153749,67061,949619,235524,1185143,626978,333120,232754,5184,20500,54974,110171,5536,117299,131424,10568,168707,243836,26370,278,103053,53482,98701,100,333,957,109232,110541,153,104699,56000,198202,32822,4162,4670,11857,27093,38950,38939,180328,79510,61879,50895,5600,289258,144936,144322,50686
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,351254,179777,171477,32722,16806,15916,1255548,727819,527729,1154708,100840,2174672,320395,2097,824,68482,8719,399,82098,402052,5614,29198,563114,135457,698571,309704,436446,280800,316758,206530,129996,1691672,821607,2513279,1473882,614615,494436,12836,54715,91909,306141,8484,205352,346380,22887,136943,492304,39323,677,399231,104531,188216,698,3311,7332,212361,209824,2818,230929,122888,375614,96737,18848,22161,16817,54460,71277,57981,296136,118905,119250,151010,26650,383976,196583,187393,110228
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,470895,241445,229450,124837,64153,60684,1219641,734024,485617,1107542,112099,1845424,354236,3531,1668,364229,12242,522,103898,423036,4767,24877,575405,152787,728192,315408,457067,400342,406379,228266,113783,1940864,600436,2541300,1467457,641840,473071,10034,43579,84546,257109,8993,225282,293299,19950,195038,496630,31267,541,343190,113493,110480,790,1216,6186,178190,247668,1431,299430,127173,392034,79296,14394,16802,21975,58072,80047,70149,321880,134349,117382,127921,23183,595732,305598,290134,178113
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,348365,176898,171467,389441,196753,192688,1058172,648565,409607,804433,253739,1780085,92297,10701,5251,286734,3861,23188,172661,418666,8239,31419,451324,233331,684655,243773,316192,337320,351610,241179,126488,1631602,516728,2148330,1163802,629890,403719,12746,39608,113039,212167,16949,229635,250418,21209,229471,440367,67694,853,287872,93300,198829,317,1009,2686,194051,217282,361,215128,118279,397896,53264,6425,7243,25793,63808,89601,81791,352330,162114,108425,78830,8851,737806,373651,364155,110431
Maharashtra,Dhule,21.27401869040052,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,127571,65068,62503,647315,327034,320281,936370,570448,365922,825875,110495,1825460,187901,3653,1422,13405,12818,912,126138,315332,6065,27139,382777,146013,528790,200494,323641,208571,290656,182739,114931,1335558,649568,1985126,1167569,513908,350747,10912,51566,74859,175173,12022,174524,210557,18343,127610,344482,54960,434,192994,22861,29738,2426,753,2531,126552,246027,1171,343030,36121,271935,73107,17909,21672,13980,34096,48076,41877,217726,90252,85597,112622,30276,774886,392102,382784,107917
Maharashtra,Gondiya,21.225008411215,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,175961,87434,88527,214253,105944,108309,665419,383151,282268,433962,231457,1153861,26157,1827,2160,125282,1568,5080,38044,239981,2866,13595,319702,66813,386515,138457,237888,231153,225595,159570,57923,1060206,256549,1316755,704214,371908,244111,5074,31287,49085,105702,5357,104997,123673,8854,151792,266154,17945,175,134627,76525,129626,48,79,520,133210,94573,151,50702,61648,204840,42804,6078,7017,11264,26599,37863,36760,178543,76317,65466,64380,8645,390214,193378,196836,66025
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,182565,93379,89186,111954,57674,54280,569182,330903,238279,514371,54811,863199,127552,992,643,176679,5278,103,27700,159114,1221,9676,242456,41913,284369,175736,266649,127246,136075,74544,38698,824880,331388,1156268,692117,281905,201828,3833,29798,29815,124247,2130,73640,134812,4797,73460,209663,13034,122,150891,43819,93262,115,645,3624,86000,83549,734,81482,57492,152388,43401,10726,13185,5715,18442,24157,22066,120315,48484,49765,66399,16170,294519,151053,143466,61531
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,389273,199427,189846,604367,310150,294217,1863571,1186472,677099,1643955,219616,3457615,560261,7091,3091,143865,27404,9662,350029,720791,14297,56775,796223,373565,1169788,482462,735730,532587,627198,375643,229987,3014615,1003050,4017665,2352671,1080237,763529,19560,92379,170551,350725,26385,431221,459652,58630,316969,724904,125375,1299,417552,32746,42052,878,1439,13926,239159,573516,2193,790910,78982,614318,135560,28837,34659,38031,86964,124995,110671,512687,216606,185410,207987,45988,993640,509577,484063,251555
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,272266,138957,133309,42263,21988,20275,930886,545030,385856,844492,86394,1504641,274221,12542,1629,152540,9619,336,60219,288895,3791,17236,404746,98084,502830,271061,422207,218189,225331,120715,64060,1331287,545980,1877267,1150104,454836,341479,8400,43810,75655,194534,6111,158182,255420,32267,141841,348751,29927,539,239505,98790,108318,558,1471,7794,138493,149695,1633,160526,99928,259264,71403,16511,19862,12310,35091,47401,40200,205666,82627,82839,109422,25627,314529,160945,153584,104616
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,504461,253390,251071,30206,15478,14728,1704054,1125204,578850,1508563,195491,3379906,286558,15573,1570,29766,154882,1274,340318,770005,22269,71879,796496,382818,1179314,321457,622362,487227,698604,395234,335413,2901125,778000,3679125,1972486,1084858,801590,49081,257521,283565,444091,45061,507573,595768,89659,612194,699588,106291,1345,59170,33730,64763,3686,2727,5886,160556,611991,2714,701593,48936,533856,145947,34973,40799,31720,74454,106174,117330,502014,228697,155987,166043,47252,534667,268868,265799,303370
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,480913,247918,232995,57488,29872,27616,1046857,670018,376839,964177,82680,2006984,367664,2387,935,66535,6387,310,96018,381722,6217,29758,428616,157016,585632,268627,423711,296910,380344,224998,153256,1765952,596213,2362165,1406364,584243,453229,13150,33408,81052,257877,10060,190739,302745,23165,178478,421140,44074,986,290582,47969,132136,368,647,6775,157775,231657,3949,276749,84717,324131,85186,21152,26122,11663,37583,49246,47525,257585,103991,106069,134259,33059,538401,277790,260611,155346
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,867713,439205,428508,437571,223566,214005,1868560,1334211,534349,1654778,213782,3492202,390974,34667,20469,668050,24528,12181,599780,917626,57964,135750,430844,877522,1308366,325084,666693,812381,790443,542228,493236,3703540,601547,4305087,2460820,1361821,818467,71592,268402,426007,518071,106415,728714,719955,91604,753520,770480,187414,1818,218911,76380,108836,539,284,5205,206020,710516,2969,760675,79272,723785,111423,22289,26991,36059,91544,127603,149225,647880,286874,211781,182251,38074,1305284,662771,642513,248215
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,640483,328797,311686,281695,143892,137803,1493953,925232,568721,1317791,176162,2501741,471951,3902,13540,354189,5049,1273,116284,488748,7548,43055,591119,230563,821682,416869,691348,368723,416761,255650,156225,2327305,884626,3211931,2008314,809135,535827,12341,88374,83106,344527,12589,216364,384823,21313,217163,579750,61234,623,430610,92893,223195,707,1558,14283,238501,249852,3809,308749,167950,470048,102146,23953,29970,15073,55602,70675,73125,365093,145062,146906,179714,40821,922178,472689,449489,161111
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,47985,24273,23712,1141933,568026,573907,792065,442898,349167,664193,127872,1521618,96182,8467,685,4969,6191,2907,54335,186202,2579,17047,333440,71572,405012,166664,218718,121404,160961,113019,58461,848475,790613,1639088,1011352,390419,241534,6135,23172,39350,85451,4587,83144,101758,9349,91574,292483,21845,395,209071,16755,95048,13979,6832,2283,150740,117970,290,181543,50913,229070,50661,8718,10189,9605,32683,42288,35991,163042,64261,62790,93252,21041,1189918,592299,597619,47942
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,554687,282213,272474,1564369,792547,771822,2763328,1746286,1017042,2523023,240305,5237009,693052,23946,8912,94783,38212,1795,536781,904710,45039,138887,904661,764271,1668932,544346,1038955,851714,830070,485052,373100,4220456,1481778,5702234,3580633,1567252,948469,79590,185442,396040,668207,89201,630639,798663,73768,551864,934281,196514,1480,453364,278657,105024,7727,5860,7787,339616,689923,4622,745698,150754,792059,193089,49411,61091,35768,96688,132456,140025,662495,279902,242568,298134,87208,2119056,1074760,1044296,345018
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,265184,136354,128830,36039,18569,17470,773916,473795,300121,701894,72022,1437623,178925,942,340,28216,4530,195,49180,240042,3209,18183,367158,77832,444990,183972,300965,201646,260772,139479,96847,1193594,440363,1633957,917343,393539,343021,7974,37076,51577,171426,4182,117741,200323,14906,96586,316237,22964,753,240274,29560,105563,221,929,5286,133374,148545,6954,197371,66841,239940,56487,12180,14708,14578,36802,51380,38462,190464,78207,73795,87928,18988,301223,154923,146300,121293
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,247308,125883,121425,40514,20570,19944,822797,501422,321375,756417,66380,1328385,306364,2081,1371,187899,6238,262,59272,272486,3982,21196,293480,133759,427239,229217,396713,204316,229103,116041,81333,1266426,552643,1819069,1078349,436486,313455,6973,49166,50197,199804,6057,135933,224888,13530,103819,325984,25840,305,252348,45702,152059,220,2418,5983,122327,157423,1570,148444,80436,250755,62672,14807,17950,9159,32003,41162,37244,189010,74180,77586,106170,23844,287822,146453,141369,113062
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,1180703,602755,577948,348876,179132,169744,4048993,2809816,1239177,3751221,297772,8090254,673704,134192,27090,340404,127786,9873,1410448,1925019,235018,490260,1165718,2056739,3222457,559840,1234549,1383055,1414563,867256,1086650,6736249,1353077,8089326,5184734,2624165,1586132,273326,675621,1013058,1451086,382527,1555272,1792197,210257,1531966,1382496,612584,1766,284449,168164,179132,5200,6905,17983,367187,1575922,7919,1674141,133498,1426982,280248,62953,74115,96584,236257,332841,352685,1286031,568235,365111,364149,93586,1529579,781887,747692,547307
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,1422986,17332,47653,2117,781,409,1782,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,1017307,460166,1477473,841958,398257,253488,5979,29814,50302,86142,6693,98784,96724,5312,69909,331942,19805,109,289948,29740,253248,946,2129,1172,220996,57621,1784,71114,83047,270070,35329,4922,5825,26345,59487,85832,57004,200941,79603,64334,67366,7525,730551,362584,367967,37360
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,1422986,17332,47653,2117,781,409,1782,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,1017307,460166,1477473,841958,398257,253488,5979,29814,50302,86142,6693,98784,96724,5312,69909,331942,19805,109,289948,29740,253248,946,2129,1172,220996,57621,1784,71114,83047,270070,35329,4922,5825,32108,68582,100690,94793,362797,157065,110939,109995,23032,730551,362584,367967,37360
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,2239370,227465,17452,7477,121791,12260,1159,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,1861740,482420,2344160,1414154,748339,462741,43536,86139,158119,280834,53397,374021,453122,87201,369857,463109,119513,728,108443,61663,65017,3801,4337,3956,184021,338725,1871,440717,73768,418185,69416,12537,14741,26345,59487,85832,57004,200941,79603,64334,67366,7525,440077,221637,218440,219662
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,2239370,227465,17452,7477,121791,12260,1159,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,1861740,482420,2344160,1414154,748339,462741,43536,86139,158119,280834,53397,374021,453122,87201,369857,463109,119513,728,108443,61663,65017,3801,4337,3956,184021,338725,1871,440717,73768,418185,69416,12537,14741,32108,68582,100690,94793,362797,157065,110939,109995,23032,440077,221637,218440,219662
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,66948,31967,34981,20374,10402,9972,714076,407008,307068,554973,159103,1307211,187197,1990,230,113467,3347,95,100860,367352,7752,31062,538538,100824,639362,163025,378554,269872,247257,111600,65700,1251437,319622,1571059,777431,438905,396967,15191,40484,61559,137452,13304,163470,258015,46494,273162,346267,37274,220,54952,76316,20957,12540,4400,1639,144837,184194,2223,237852,64348,246068,43462,7172,8615,37275,60252,97527,61760,212475,84254,66461,68615,14762,87322,42369,44953,135657
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,353093,177108,175985,18333,9406,8927,1215104,800214,414890,1074948,140156,2440312,239607,9098,1260,38210,87453,769,227034,485126,13212,49056,626872,226801,853673,208511,507318,459156,453404,244804,214003,2124179,579039,2703218,1450907,752303,603739,29515,167105,190760,319625,26191,310230,415009,52357,380072,498771,67342,1080,136062,74738,98215,606,2577,6357,140103,379231,2240,393990,65893,371741,106679,27036,32051,26079,56682,82761,76036,331678,143725,111917,131446,39342,371426,186514,184912,208600
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,323236,161703,161533,29635,15210,14425,1354947,844805,510142,1184407,170540,2691952,146970,4408,1182,141315,12810,676,271186,562653,14093,57423,774522,200949,975471,288427,495822,407977,556706,299993,243457,2313266,545423,2858689,1517324,800492,671702,36046,132762,195582,378300,31351,374085,463058,50076,455235,550485,67211,721,84568,57989,89747,8291,1780,3989,166005,419171,1207,470030,54823,401102,111364,27333,32495,34375,67378,101753,83191,359607,157231,119185,137863,40776,352871,176913,175958,256713
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,55586,26830,28756,6976,3575,3401,347178,229676,117502,226538,120640,780384,26264,15471,219,24762,1046,53,42540,194228,3517,15721,295847,44989,340836,86480,165284,134734,175070,89023,48418,702460,121922,824382,382024,242296,222963,9264,16413,37159,93385,6101,98475,131855,20150,155696,181960,17110,187,28945,97574,7546,4621,677,705,61473,111982,1206,62947,31664,133398,22973,3810,4590,19204,29971,49175,32456,114147,46485,35206,34018,7779,62562,30405,32157,86047
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1651266,1259410,649745,331960,317785,77592,39785,37807,1898395,1206933,691462,1763175,135220,3795424,441254,9882,1279,35497,28134,568,248255,595560,15145,59296,779929,376302,1156231,390337,788150,535848,643327,328020,236302,2951035,976795,3927830,2402794,1089900,809935,28219,163776,229240,501095,27734,376000,576726,40507,355107,723697,97376,824,414793,140885,193008,879,7892,10562,305670,427955,5263,489698,125356,564956,145894,41088,50093,34195,77570,111765,92587,469237,198967,177683,215367,62612,727337,371745,355592,315307
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4591396,3635765,730089,377885,352204,1542451,769192,773259,4492767,3363123,1129644,3930511,562256,8716055,1355630,280700,39149,449617,172052,9862,1610460,2231800,256170,551643,713994,2904157,3618151,712171,1530916,1588196,1751284,1080597,961719,7739336,1692022,9431358,6184519,3241888,1579921,172210,566768,499186,1484589,255987,1741244,2011713,330833,1627847,1758319,632143,2940,346756,168043,215983,5420,8846,13807,489893,1748215,9424,1964564,192508,1769316,250784,44923,52217,96076,254251,350327,435279,1535929,657707,442943,451745,92615,2272540,1147077,1125463,670687
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,552617,466841,188830,96569,92261,149507,76698,72809,608235,392316,215919,529623,78612,1057096,53854,2696,2147,175417,5663,2254,114029,266155,4313,16260,268486,120218,388704,140470,186781,201471,225208,158055,93772,1012774,212054,1224828,659540,370227,270107,6970,38959,70849,135009,8251,170620,166398,16802,171680,263170,28598,212,121646,43788,54733,145,244,1158,94090,172982,219,192075,35608,219560,35427,4227,4772,13479,33834,47313,45226,201617,91911,64480,47580,6170,338337,173267,165070,67153
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,487703,382214,229462,117867,111595,80471,41403,39068,569792,340353,229439,502755,67037,859949,142672,1707,518,179330,8476,381,36840,196022,1875,10757,274925,55921,330846,166509,238985,160331,162762,116032,47865,899778,291525,1191303,682919,302425,210185,3623,21548,37729,111191,2868,97022,125662,6965,87120,240347,10854,210,166416,87105,51591,151,255,2556,82181,92664,430,106117,83047,190683,33948,6237,7325,8898,27564,36462,31483,151658,63577,56598,59947,9825,309933,159270,150663,46730
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1115980,906594,328518,167009,161509,514057,260896,253161,1355999,815475,540524,1195100,160899,2251401,239236,4567,1596,249874,11422,3745,134500,446516,6094,29917,629243,168889,798132,391944,562739,382001,389924,245819,123074,2117390,718204,2835594,1549263,733258,483813,12132,59201,99346,242458,11514,245261,279184,19991,198454,575266,39344,407,423536,159344,161450,443,2278,6530,236872,228633,2001,281437,174880,481605,65953,8902,10268,27030,78034,105064,92410,403805,174490,136905,117638,13878,842575,427905,414670,144105
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,87313,69020,22113,11085,11028,3287,1625,1662,109937,62807,47130,76423,33514,175102,18691,4264,56,76,16,38457,11393,34364,676,3447,34977,21172,56149,15941,36011,50004,31775,20077,20074,175322,67610,242932,135220,62907,38815,2009,26950,5782,25635,848,23140,28217,843,41441,43516,784,254,2101,245,711,499,2332,57,22505,3454,21014,19612,18932,32723,7400,927,1089,507,2685,3192,5735,24938,9335,9868,14808,1953,25400,12710,12690,11698
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,51053,39249,540,321,219,128280,63622,64658,76238,42615,33623,53753,22485,10810,3086,129049,136,400,59,354,1424,18764,184,1782,30377,3783,34160,17382,28163,30589,18971,12213,8105,115663,38191,153854,86255,39324,18329,908,12475,3263,11205,336,8319,12428,553,23065,27448,1411,77,5737,2150,2456,5352,8700,305,11907,2681,2816,5580,14509,22711,2058,163,192,584,3362,3946,4975,15386,5409,5002,8534,1231,128820,63943,64877,6758
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,104013,91922,443,244,199,254787,126328,128459,122655,70594,52061,89779,32876,12034,2886,254979,152,495,87,2333,13371,29894,837,4496,52972,4853,57825,32860,67907,65475,38567,23284,14523,243125,57561,300686,168608,67802,37096,1807,16193,6387,22068,1484,17498,24266,1382,41638,42769,6655,14,7906,5334,2664,5812,7192,1003,26551,8001,3305,16414,15364,37205,6333,1030,1223,758,4460,5218,6270,22736,8059,8407,17268,4694,255230,126572,128658,15283
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,148012,116465,1000,536,464,419210,214519,204691,233622,124143,109479,185725,47897,43833,1649,426819,140,2409,53,1243,2430,22798,256,2170,38008,1826,39834,46757,81735,91395,62033,40438,24940,347896,191001,538897,314439,111516,52008,827,15752,1603,12483,264,9623,13568,484,29985,33051,1017,34,4103,2708,1528,4389,3547,707,19706,5714,2294,18477,9067,27914,3125,406,484,289,2546,2835,4632,16797,5986,6179,13208,1647,420210,215055,205155,21595
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,47403,37603,22,17,5,134626,68226,66400,70675,37237,33438,55979,14696,2995,589,134760,59,425,57,1144,1229,11541,125,1362,23982,4119,28101,11155,28461,26794,17867,11645,7102,103294,45317,148611,90273,33290,16924,495,7564,723,5388,152,5233,6037,475,17284,23804,352,6,6751,1827,61,5685,2385,689,10951,3786,3953,9250,9740,20289,1927,234,259,264,1483,1747,3054,11219,3971,4194,9422,2089,134648,68243,66405,6222
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,152617,116687,40593,20137,20456,1808,929,879,195319,109377,85942,133428,61891,267146,107323,4322,106,114,24,42347,15994,49507,880,5110,65961,38302,104263,32396,69738,87932,55803,37899,28550,315532,118088,433620,251975,107196,62060,3141,51320,11574,44149,1189,34893,48254,1422,78949,83390,873,1200,4473,1242,9829,450,24067,1609,45333,3978,34181,13391,35984,65413,12063,1108,1268,1181,5299,6480,11800,49873,19014,19059,25862,3080,42401,21066,21335,17904
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,70148,59681,248,160,88,173606,87970,85636,87929,46533,41396,67724,20205,7553,1115,174112,108,635,70,32,1659,14026,276,2437,36084,5806,41890,20670,29382,38350,31734,22729,15636,158906,42156,201062,113715,43646,25165,1107,13981,944,11239,260,7360,12142,490,29549,32455,2313,38,5613,1525,550,3970,557,86,20286,3749,10669,18080,11755,28803,1594,189,240,1272,3745,5017,4814,15806,5535,5457,12397,2570,173854,88130,85724,9005
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,102513,89634,509,304,205,305180,153861,151319,126073,72262,53811,83936,42137,17272,3359,289708,56,1004,38,5617,1839,24550,288,2368,62698,11518,74216,51578,70679,52762,31328,9473,2484,218602,100781,319383,216742,70424,29926,1167,14539,4732,13572,547,15115,15314,705,46851,54960,2057,8,8903,22324,491,21097,876,429,28215,15707,262,10343,13435,45070,6285,440,512,958,3992,4950,7301,26346,9488,9557,20576,5485,305689,154165,151524,21855
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,287270,290760,5642,2924,2718,661158,320048,341110,326786,204303,122483,289576,37210,144935,14185,543394,2495,3111,303,115597,41496,135941,5032,19306,106248,108843,215091,118135,163729,127722,94579,58836,61639,634037,168575,802612,545961,192428,86576,15048,46211,7975,85408,9037,79933,93619,5907,111335,93999,59647,157,46438,9885,4075,14284,2733,3206,65687,56403,5706,112619,38742,107279,12644,1672,2001,8824,14620,23444,22449,76900,28384,26067,46821,13667,666800,322972,343828,35743
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,87371,100156,1317,784,533,376099,185866,190233,154180,88839,65341,110617,43563,12456,1646,271596,34,284,45,107559,7150,41677,510,4333,76546,7171,83717,67749,61526,34677,26748,13544,8039,215217,165184,380401,291097,72934,30362,4790,10181,978,29307,888,17352,30613,654,30960,57268,6500,188,31175,9355,2433,12601,1416,3044,29889,8371,3926,16522,26582,42117,9912,1931,2507,2159,3611,5770,6187,23935,8404,9344,24677,10460,377416,186650,190766,13204
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,45003,37059,319,188,131,134237,68140,66097,53069,32826,20243,38397,14672,7036,1050,132984,27,332,10,362,482,10940,179,1625,35930,3713,39643,25906,28921,21506,13858,3998,826,95846,44849,140695,97082,30605,14495,695,7211,1700,5402,199,6721,6235,470,15916,22964,873,6,7125,2859,94,11062,2404,291,11075,2719,582,6492,10414,17672,3357,310,397,674,1545,2219,2579,9858,3498,3781,8929,3202,134556,68328,66228,9860
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,193438,165264,8810,4535,4275,474009,236772,237237,255693,151914,103779,188371,67322,122936,106788,389956,209,3392,144,16950,10006,51301,1630,8872,139351,18594,157945,85733,129178,90963,70941,29404,10856,420622,208900,629522,427629,143604,70599,3589,28675,10923,39386,2270,35051,45766,3620,73800,113504,6163,73,44883,36282,19736,21251,3088,4823,45043,34389,11041,20818,42348,92589,12008,1212,1437,3339,9362,12701,16475,58500,21168,20857,41203,9376,482819,241307,241512,41537
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,117307,113371,168,93,75,375097,189134,185963,163345,89694,73651,119803,43542,6498,1533,366881,58,1313,38,5878,476,32873,149,2462,74832,12299,87131,80318,78208,45046,28417,12295,6450,251275,133244,384519,278569,69988,33431,1683,13553,922,18167,210,12548,19192,675,29492,59459,3555,7,31802,12147,1474,13657,1847,886,31934,5615,6310,22687,26071,46341,7167,608,729,1765,3905,5670,6781,24288,8599,8908,23307,10355,375265,189227,186038,16122
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,169547,171048,627,388,239,373542,182517,191025,174636,104643,69993,151410,23226,13249,5264,379134,105,1570,76,505,64710,79804,4019,21093,20570,80341,100911,29332,68214,100103,78752,37701,31310,347470,38248,385718,235892,108094,56092,9581,37753,16909,63205,11817,59257,73438,8462,80980,40704,38953,16,531,1798,977,10321,1062,9187,29769,40948,1171,55588,11195,54536,7544,786,861,4018,7194,11212,10677,43041,15555,16809,22808,4851,374169,182905,191264,41051
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,51440,49362,17,16,1,123466,61954,61512,60342,34129,26213,53111,7231,1075,699,123446,9,151,45,194,9115,23948,186,2263,18395,12717,31112,14491,31359,30454,16259,4956,4087,101684,15449,117133,78778,29690,17189,1237,4342,3135,17391,911,13445,19039,1338,24612,19196,6021,57,777,839,1197,3193,343,1467,15724,3082,220,17370,6854,17656,2478,234,263,1463,2145,3608,3241,12517,4424,4852,7908,1627,123483,61970,61513,11303
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,34147,31748,84,59,25,73609,36917,36692,36672,22733,13939,29697,6975,4000,4426,75210,16,108,2,46,8787,14853,367,1986,9669,12507,22176,11367,18046,20399,9849,3473,2530,65726,14217,79943,52147,20576,11167,867,3227,2488,11315,908,8392,12841,1288,16632,11439,5233,3,505,720,450,1850,1581,258,9312,4736,755,11477,3248,12072,1550,141,154,953,1521,2474,2397,8927,3156,3374,4932,963,73693,36976,36717,6376
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,36444,26417,146,105,41,112354,57044,55310,45566,28517,17049,38082,7484,1668,522,63892,52,51549,122,2,5213,9283,162,1329,21993,5273,27266,19890,21114,16629,10538,3763,2515,74574,54874,129448,80723,25303,11831,631,5083,658,6598,392,6657,7895,870,15309,19088,3249,1,6012,722,223,5809,7462,213,10924,1720,559,7684,10250,17927,2141,219,241,701,1777,2478,3075,11321,4043,4203,7639,1456,112500,57149,55351,6775
