State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male workers,Female workers,Main workers,Marginal workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Lpg cylindar,Electricty,Internet,Computer,Rural Households,Urbal Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduates,Literates,Illiterates,Total Educated,Age 0 to 30,Age 30 to 50,Age above 50,Cars,Radios,Motorcycles,Mobiles,All Gadgets,Television,Landlines,Both Phone and Landline,Latrine facilities,Owned,Rented,Fuel,No Latrine Facilities,wells,Handpump Tubewell Borewell,Spring water,Canal,Other Sources of Water,Drinking Water Near Household,Drinking Water Within Household,Watertank Pond Lakes,Tapwater,DrinkingWater Source Far From Home,1 couple,2 couple,3 couple,3 or more couple,1 member,2 members,1-2 members,3 members,3-5 members,4 members,5 members,6-8 members,9 members,Total_minority,Male Minority,Female Minority,Secondary - Higher
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,458040,229067,228973,397416,196008,201408,1496805,921729,575076,1206793,290012,3129745,83499,24304,24276,19587,17209,42569,129193,614109,16141,51289,533448,349741,883189,463598,573291,497668,309508,286244,202424,2363288,823501,3186789,1919832,898241,523656,28840,89110,177048,271429,36672,343369,315664,27295,228551,582952,74863,2034,439014,24867,412665,154,971,1063,373891,179501,925,248578,139609,473520,106165,27076,33807,34096,69172,103268,82012,375703,148385,145306,172192,41838,855456,425075,430381,23264
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,48844,24317,24527,530378,262731,267647,487360,263645,223715,291349,196011,629509,15336,189588,474,467,694,14835,6628,76783,567,5755,205670,20722,226392,120768,137681,127299,64188,50562,26161,529825,328438,858263,488965,214455,148100,2442,12309,15547,32732,1252,20512,35940,1575,27142,179774,7347,145,162511,44318,128661,4452,1722,1482,106704,17829,299,7961,65994,136893,26950,3115,3619,9440,24667,34107,26333,99333,36438,36562,50726,6361,579222,287048,292174,13626
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,124679,63446,61233,493559,246323,247236,521186,333329,187857,350314,170872,1133176,30195,21059,3666,897,753,15649,43357,202380,4544,18004,206598,126055,332653,178191,188303,168387,89167,83166,61215,780221,410186,1190407,729708,309479,166959,8677,23166,55579,80152,11842,95963,90312,6042,77854,232642,29297,64,198157,58597,144571,1835,4649,1981,134931,71646,941,59627,70494,208797,26348,3799,4509,17260,37958,55218,42526,153186,58842,51818,61531,7136,618238,309769,308469,6001
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,54776,27682,27094,304280,152659,151621,307071,185483,121588,173057,134014,604259,25878,9398,1391,84,1155,15474,25605,80023,1667,7609,121852,59763,181615,143413,109639,87969,47127,38677,26802,457761,179639,637400,399581,165022,94073,3402,19360,26365,45265,3527,38765,50432,2753,35636,124298,17842,51,115096,37447,64425,3648,4006,2097,67765,38999,1257,36605,45311,111220,16253,2167,2572,9604,22348,31952,23034,81771,30622,28115,34136,4216,359056,180341,178715,8450
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,139581,68968,70613,279896,137339,142557,499260,291858,207402,340802,158458,1008061,12570,5284,2941,521,1495,1417,13200,212487,961,5614,274793,35774,310567,179770,194739,152183,78583,57949,33357,702532,384764,1087296,582544,272009,177826,3546,13649,31472,61420,2279,68012,65540,1915,48150,241908,7773,52,207899,16604,204391,207,404,158,162045,29289,341,32733,65170,190249,27994,4433,5334,16490,38904,55394,37513,143728,58094,48121,50550,6832,419477,206307,213170,20634
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,1422986,17332,47653,2117,781,409,1782,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,1017307,460166,1477473,841958,398257,253488,5979,29814,50302,86142,6693,98784,96724,5312,69909,331942,19805,109,289948,29740,253248,946,2129,1172,220996,57621,1784,71114,83047,270070,35329,4922,5825,26345,59487,85832,57004,200941,79603,64334,67366,7525,730551,362584,367967,37360
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,1422986,17332,47653,2117,781,409,1782,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,1017307,460166,1477473,841958,398257,253488,5979,29814,50302,86142,6693,98784,96724,5312,69909,331942,19805,109,289948,29740,253248,946,2129,1172,220996,57621,1784,71114,83047,270070,35329,4922,5825,32108,68582,100690,94793,362797,157065,110939,109995,23032,730551,362584,367967,37360
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,2239370,227465,17452,7477,121791,12260,1159,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,1861740,482420,2344160,1414154,748339,462741,43536,86139,158119,280834,53397,374021,453122,87201,369857,463109,119513,728,108443,61663,65017,3801,4337,3956,184021,338725,1871,440717,73768,418185,69416,12537,14741,26345,59487,85832,57004,200941,79603,64334,67366,7525,440077,221637,218440,219662
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,2239370,227465,17452,7477,121791,12260,1159,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,1861740,482420,2344160,1414154,748339,462741,43536,86139,158119,280834,53397,374021,453122,87201,369857,463109,119513,728,108443,61663,65017,3801,4337,3956,184021,338725,1871,440717,73768,418185,69416,12537,14741,32108,68582,100690,94793,362797,157065,110939,109995,23032,440077,221637,218440,219662
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,724250,362284,361966,476446,235271,241175,1757664,1099964,657700,1259138,498526,3881485,103038,23181,16707,8397,17137,10680,166505,728556,20261,59523,673499,395001,1068500,618508,664470,552373,313247,267265,227382,2674728,1247434,3922162,2454299,1038155,560184,30572,114738,177517,295646,39381,378113,340237,25785,267090,739497,86940,1462,570783,53362,564507,369,2863,2443,448306,207630,1382,228246,205131,623870,105412,24592,31521,42202,100127,142329,114073,462395,175768,172554,209786,46557,1200696,597555,603141,45982
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,115652,58281,57371,1300628,652799,647829,1155807,649888,505919,622589,533218,2126195,81442,97432,2303,1287,623,48295,29433,253131,2737,18983,525596,65167,590763,364452,338509,281260,135374,105992,64607,1299718,991866,2291584,1441436,561915,355077,8096,62468,56480,108569,6399,74614,118767,5868,130736,492651,18701,169,387919,145838,297286,6470,14757,11539,253795,75066,1964,36922,191705,383510,70257,8651,10044,26048,74481,100529,71885,270986,99309,99792,135326,13725,1416280,711080,705200,29382
Daman and Diu,Daman,20.43161666666668,72.8392366071429,495,191173,124659,66514,150348,104316,46032,4262,2224,2038,15240,7702,7538,105521,94502,11019,101717,3804,171537,16087,2618,169,216,244,79,25844,49249,1316,4543,10006,61073,71079,8957,28094,30406,26991,14170,9128,119741,20641,140382,122589,52868,15428,3163,10502,14167,39565,2827,28433,43171,1888,40951,14722,33493,78,4307,78,14176,7,2,284,11808,37112,12,34905,772,26109,2388,576,720,3397,8211,11608,10433,30398,12523,7442,6389,1297,19502,9926,9576,12821
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,2397056,334858,2586,1110,1291,3841,77,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,1886269,669022,2555291,1527888,749156,461650,17447,60302,195597,364428,15979,318954,406578,26859,313730,457405,57119,111,202405,37903,100983,43,336,22362,124396,317838,1942,336428,84440,356326,93723,22643,28084,15483,42703,58186,55458,276859,112463,108938,151329,40300,321364,164782,156582,174344
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,269437,58221,622213,57941,134169,618,553,546,166,132612,173951,23440,56266,115859,209230,325089,40968,101521,148792,153887,87513,86781,636063,99538,735601,380926,260533,175035,44342,57581,101378,99169,40352,146307,158921,39555,140924,145651,26362,99,33528,15156,461,1861,447,2293,27004,144020,774,150059,8061,122650,18253,3867,4750,9322,19791,29113,33201,114062,48962,31899,28595,7315,74212,36536,37676,66374
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,264085,238342,7843,3915,3928,92669,45124,47545,249590,180411,69179,206616,42974,341664,63623,231961,855,542,563,92,102191,138810,17624,44299,88620,162873,251493,29874,73039,119869,108989,64786,57460,463596,88577,552173,314480,194872,130605,35031,42926,82436,74364,31413,115535,128759,35584,116414,108881,29829,78,19475,7809,645,2110,628,1742,22951,113324,351,125635,7453,96972,14089,2921,3563,7659,16552,24211,26670,90673,38349,25654,23123,5721,100512,49039,51473,44203
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,3025463,2410297,759483,399075,360408,89138,47106,42032,2594952,2127547,467405,2332409,262543,6042416,883238,50754,14542,4518,209287,2055,965017,1456046,126341,273651,353169,1845383,2198552,761358,1614370,805199,1135058,549188,839295,5805299,1129562,6934861,3952858,2043895,1198152,174812,501082,692591,923594,228737,1159650,1196482,195632,1241055,1193694,269205,406,199006,17376,180755,516,2447,13190,145695,1286525,3407,1265476,62436,1002327,264401,63618,74104,50790,131943,182733,210889,880951,375703,294359,349856,81116,848621,446181,402440,585870
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,558180,437279,132915,68518,64397,7322,3856,3466,657139,453642,203497,529153,127986,1410463,99105,919,415,243,2053,40,80378,273331,2538,12765,313714,116899,430613,230474,412251,120625,149478,66785,50999,1039194,380595,1419789,836343,389892,282409,10236,31204,113906,198302,6639,164282,222389,14618,173045,265928,21529,302,116530,10871,63392,46,1332,12457,56216,191055,300,200362,46800,197142,57481,11458,13587,9403,31254,40657,27345,138082,51661,59076,94707,20625,140237,72374,67863,82693
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,874481,676772,104465,54476,49989,24824,12761,12063,844794,627561,217233,690031,154763,1798794,250919,29789,1524,267,8591,142,147122,378310,9902,32523,413078,208909,621987,257524,560542,229013,283571,127459,110351,1588947,360506,1949453,1134962,585093,366419,19352,64013,104613,187528,20391,203467,244185,34679,230571,379759,31488,183,191147,9141,78937,55,188,3879,98762,283725,71,323542,44677,266912,83841,20634,23887,18243,39860,58103,52344,231623,94775,84504,110412,27026,129289,67237,62052,156112
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1048402,656521,327460,169288,158172,284155,144355,139800,1248600,836268,412332,1012080,236520,2890305,213505,1686,486,281,12659,83,84832,396873,3424,23149,666773,137424,804197,366867,859436,159433,226765,105372,66950,1799274,1207376,3006650,1984701,738412,394793,22723,53646,68665,345550,8302,144792,369986,16407,146022,515862,33035,167,411435,19449,173436,103,945,8435,170764,295278,128,347860,95086,379709,109776,24140,28756,12201,33643,45844,47925,260512,96516,116071,207431,47341,611615,313643,297972,121393
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,623047,495229,62235,31979,30256,488194,250398,237796,627124,468919,158205,526541,100583,1188204,343511,9494,1733,442,4813,342,121542,309091,10257,29531,300677,181319,481996,161675,367060,164765,188539,83895,74380,1056350,273829,1330179,844298,442523,254728,21579,50018,104126,176875,20255,178535,215142,26021,204943,279792,44555,322,125360,8934,58860,246,2217,7512,95961,204663,112,253257,34474,225413,51877,9888,11477,15944,34619,50563,45366,190910,78625,66919,76472,17153,550429,282377,268052,104644
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1087371,799884,157034,80827,76207,9110,4751,4359,1150632,838781,311851,992140,158492,2632574,212863,3457,1410,445,26974,127,171327,500757,7297,28925,387251,356826,744077,422461,929286,266953,281250,96241,93391,2103528,508664,2612192,1708938,720241,445121,17517,74663,200864,363545,18127,293361,400446,23109,292210,467094,61608,314,237853,27398,78614,216,1966,24549,99637,361542,702,390572,81285,365160,96941,24583,29895,16604,48849,65453,48541,253095,93364,111190,177277,46639,166144,85578,80566,185009
Gujarat,Gandhinagar,23.19367979002625,72.67221679790026,473,1391753,723864,667889,1030494,582686,447808,108608,56919,51689,18204,9711,8493,534976,408075,126901,451951,83025,1319586,57273,3237,1985,497,6405,82,132683,262539,12107,33662,237624,195634,433258,136131,363156,133594,196456,95730,108400,1049555,246993,1296548,769329,391862,224886,26385,62348,106981,171699,25749,178594,204833,23010,171166,234873,41902,105,111761,155,26098,51,166,2756,53744,222079,31,257436,11377,185132,54958,13912,15891,11995,25521,37516,35462,163534,69002,59070,71905,14245,126812,66630,60182,100726
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,795140,601394,173895,89597,84298,24187,12415,11772,847440,646822,200618,721253,126187,1810443,320805,4392,1873,1086,18856,136,142974,386538,11573,30384,347158,299167,646325,255785,491009,194057,199634,74029,87523,1320610,502873,1823483,1220598,576319,358455,20471,67005,185194,291406,20728,270555,331968,27937,242841,354786,56645,178,168664,25079,70448,97,826,23668,88844,276247,1619,290541,59245,289799,72984,16651,20091,13674,39434,53108,50008,225160,90161,84991,117869,28199,198082,102012,96070,125605
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,2397056,334858,2586,1110,1291,3841,77,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,1886269,669022,2555291,1527888,749156,461650,17447,60302,195597,364428,15979,318954,406578,26859,313730,457405,57119,111,202405,37903,100983,43,336,22362,124396,317838,1942,336428,84440,356326,93723,22643,28084,15483,42703,58186,55458,276859,112463,108938,151329,40300,321364,164782,156582,174344
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,258859,133224,125635,24228,12825,11403,776228,624704,151524,686937,89291,1608921,442355,6192,6353,490,25312,98,140067,403294,9631,31961,488293,250982,739275,246956,469402,141345,157284,61366,60386,1150801,581952,1732753,1278604,524052,286086,28788,68552,140540,304000,21858,250397,339331,26105,280257,328271,83137,171,155560,10534,25411,161,848,29040,78224,313045,5191,367140,53492,311387,54655,9873,11511,25293,53172,78465,60591,229277,87578,81108,115066,21953,283087,146049,137038,95918
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,115631,59734,55897,40336,21057,19279,933983,674586,259397,722134,211849,2000884,264482,26629,1403,300,3479,82,99982,372226,5710,24502,461479,160547,622026,295057,641541,250044,310341,148530,84223,1749234,482078,2231312,1260660,628221,388646,12788,61231,84414,181434,12080,171342,218734,23201,172599,429236,22358,307,283602,18115,124935,55,1194,3096,157901,233592,100,302055,70641,282924,98196,25028,28407,19249,42567,61816,52793,244695,99926,91976,127957,27666,155967,80791,75176,161811
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,162288,84470,77818,9392,4879,4513,812064,588699,223365,698768,113296,1885732,136431,1954,1082,146,7087,88,180985,385609,7759,33731,476005,183738,659743,260278,467128,183468,266108,139208,130723,1474304,434497,1908801,1119451,554432,357578,25163,44999,119579,255293,21611,245131,301436,30438,232825,371860,43193,134,186903,2485,37879,64,1257,4167,74023,328355,61,375792,23529,277438,81587,16859,18980,18735,40893,59628,47276,232736,95739,89721,114271,19272,171680,89349,82331,126900
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,211767,158569,8733,4465,4268,481392,244524,236868,294795,174282,120513,193916,100879,559848,22600,4413,147,80,373,2078,12997,101940,576,4081,138121,22248,160369,76197,146661,58188,52687,28396,14748,380328,192780,573108,336830,157910,93466,2442,12913,18771,38303,1182,31194,43827,3170,27223,115602,4801,11,93231,1577,74178,853,2028,294,61283,40740,219,41369,20016,81228,23578,3599,4026,5372,13957,19329,13858,62416,23725,24833,34560,5734,490125,248989,241136,24291
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,539471,462438,35464,17959,17505,639659,319740,319919,591834,407881,183953,510004,81830,1225087,78669,5733,2459,601,13386,2823,114620,267679,6726,24397,267739,141417,409156,145678,266733,140235,190861,112460,85041,967020,261956,1228976,673014,390349,258957,18669,57934,115177,155168,16602,153431,191691,25731,168150,262571,25882,201,117567,20273,115032,421,385,2393,100295,157653,36,148017,36228,193250,49856,9119,10519,13415,29950,43365,41648,177608,78432,57528,61357,11846,675123,337699,337424,78401
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,858054,582751,100446,51278,49168,721604,368348,353256,1097507,673565,423942,685141,412366,2220974,158513,2863,662,337,5236,131,59096,398937,3456,19753,463363,104238,567601,255905,601358,205420,283648,139773,71810,1575872,781582,2357454,1421859,599925,363391,9656,51901,72703,192790,7024,90896,214889,13708,121676,425072,15044,382,320090,91728,202611,446,4067,2038,204393,129165,376,121463,113188,276193,99169,21312,25136,16379,37573,53952,43567,206091,78388,84136,145983,40720,822050,419626,402424,143875
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,494631,343282,123408,64190,59218,13303,6835,6468,554830,383074,171756,446240,108590,1194745,142797,916,337,66,3602,66,66310,223424,2231,12870,301483,102655,404138,168990,364667,78731,129584,57494,46355,856932,452891,1309823,786357,341381,213465,7802,22405,41235,158057,5271,108006,176829,11039,123977,245138,19197,40,140678,5572,21289,27,1351,2941,59045,182619,1379,233095,27510,180187,48611,9905,11483,10572,24509,35081,28077,135333,51706,55550,83195,15565,136711,71025,65686,72090
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,221621,172057,51830,26607,25223,13039,6730,6309,231169,174118,57051,195437,35732,549749,33565,500,248,91,515,38,41686,117040,1653,5639,96015,87557,183572,50588,150643,71637,63458,25119,22458,389163,137119,526282,314886,163777,105638,4395,17522,45156,81985,3545,80820,92715,6722,72287,103353,16208,40,48292,15074,16239,23,129,5244,30631,72890,2362,77490,21248,86848,18529,4023,4720,5244,12192,17436,15729,71173,29784,25660,30207,5953,64869,33337,31532,38339
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1514075,1210981,290169,149782,140387,24017,12504,11513,1479050,1159480,319570,1324783,154267,3397406,361388,5478,1918,1170,33591,269,362140,747352,21785,67370,459474,721532,1181006,383780,913928,402240,540278,204306,266295,2740751,738660,3479411,2080568,1052871,659576,55289,211531,428744,558748,52563,571843,651936,62685,543342,644828,111779,635,217110,12904,79342,238,1540,25539,114748,605196,2117,651594,62687,530055,143427,30574,35598,24044,70528,94572,100983,446694,189220,156491,199955,41410,314186,162286,151900,335972
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,918625,660109,187685,96527,91158,542156,272531,269625,1084878,681435,403443,795096,289782,2260560,148563,6375,614,168,11110,52,99037,438606,5262,25425,544024,121509,665533,214062,597667,211423,333650,198963,110817,1691327,665058,2356385,1393131,630963,400905,22379,36688,122399,216346,12807,180909,269423,37559,182583,450063,22065,129,289809,27599,138770,250,533,5089,147230,251245,127,294228,80022,307792,102115,19061,21195,17669,39155,56824,49284,247442,98430,99728,145124,29107,729841,369058,360783,134687
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2687468,1883942,158115,82202,75913,856952,432089,424863,2553542,2142819,410723,2405288,148254,5260193,660772,21052,5703,12902,112835,3920,815423,1252452,55694,149331,369840,1529998,1899838,566242,1332690,807021,896927,433651,379505,4495898,942150,5438048,3563443,1740746,723415,106983,395329,530528,855336,112976,788447,995637,100342,1103767,788508,478407,1308,149810,12286,207420,167,402,20722,228438,1009087,84,1047402,62145,854742,178819,42215,49399,48229,126211,174440,193437,788695,340984,254274,276610,59925,1015067,514291,500776,463276
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,643221,450405,179461,93427,86034,21453,11068,10385,723500,504038,219462,586364,137136,1620282,109681,1419,512,312,22992,128,77857,302068,2975,15309,340788,159810,500598,234873,482679,165406,172947,61164,58389,1189959,493427,1683386,1033435,439352,280582,10088,43874,99436,228637,8028,177591,246026,10457,120741,306924,26468,127,213756,33588,32482,52,2405,13489,75387,198405,3839,238259,68545,232100,62623,13614,15812,13171,33356,46527,32661,166727,64199,69867,105628,23455,200914,104495,96419,111783
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,77314,63654,992,490,502,216073,107539,108534,118257,61329,56928,88038,30219,203545,3593,20029,69,32,39,560,2029,29794,137,1393,52102,7516,59618,43639,59954,17736,14872,7560,3490,149466,91160,240626,146095,51821,30027,991,8955,5662,9243,271,9262,11148,1121,13736,46314,1291,0,33565,9763,23736,958,914,19,23264,5457,9,8485,19727,32924,10092,1630,1847,1167,4199,5366,4086,21667,7676,9905,17224,4191,217065,108029,109036,7312
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1614087,1278993,221629,114602,107027,1149901,586665,563236,1693473,1233312,460161,1360660,332813,3713941,384579,23813,9340,2069,27650,1124,411734,798277,53606,117818,547454,692971,1240425,396624,865726,457662,504732,268451,314960,2868332,910219,3778551,2213474,1190041,733710,72630,264896,351423,462473,95845,497049,583926,83851,543474,771779,88479,276,323337,16732,198108,1387,5373,7232,218599,567053,560,639002,94469,566507,172826,36738,42196,35169,87480,122649,124359,502358,212808,165191,206020,49094,1371530,701267,670263,236281
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,655528,515129,38237,19557,18680,902794,450976,451818,743245,516188,227057,577327,165918,1571147,94034,19661,1589,913,13809,1417,137209,329218,11020,31285,262410,235981,498391,165459,303197,171712,212318,123281,90912,1093866,405928,1499794,944532,485874,259906,23938,52199,128491,209929,21685,188248,242422,22085,170861,297911,58586,153,176942,29603,189033,2348,2848,2128,128462,163491,513,119981,69975,240251,59697,11282,13020,15275,35681,50956,51136,208732,88946,68650,84074,18166,941031,470533,470498,89037
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,296246,156874,139372,0,0,0,372139,320120,52019,319475,52664,955096,22143,3705,138202,381,4845,110,121622,199681,12899,32767,175365,139891,315256,89558,170110,161844,163544,97980,91472,793235,222031,1015266,617859,308126,201685,26122,32571,92424,124292,23884,172034,170149,30024,142922,183898,18611,75,59615,252,32215,51,32,863,27750,175374,106,173860,4947,136640,39766,10339,12555,5230,13528,18758,22812,120894,51168,46914,54266,14153,296246,156874,139372,65564
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,643158,426713,341162,181475,159687,0,0,0,623006,430678,192328,445675,177331,1611031,15515,873,2401,254,1016,26,88938,266244,5292,25236,357047,99235,456282,186145,223049,198307,218631,148995,104875,1093788,459364,1553152,964960,405760,261428,16793,58375,66069,221159,11346,176336,242718,11502,175689,293443,11408,73,130566,22116,68692,67,347,5860,84400,164410,3557,203509,60002,198703,58683,17581,20686,5367,16409,21776,30859,175604,75191,69554,88960,22472,341162,181475,159687,69636
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,734940,537799,223799,119495,104304,0,0,0,579229,476933,102296,495316,83913,1588407,161680,9743,34572,640,4883,249,258422,333171,43437,82673,87700,382981,470681,137902,220384,198551,282666,178846,259933,1306146,346567,1652713,1095602,481318,231029,63470,67341,152884,240316,64331,279652,302937,42136,296399,276186,69917,524,49424,188,114361,117,187,20596,65216,253688,5639,211123,34162,244743,54372,14109,17481,10026,24687,34713,42722,201457,84281,74454,94686,22210,223799,119495,104304,103820
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,327471,230107,284357,149111,135246,0,0,0,369083,263498,105585,286258,82825,779243,8360,996,150969,171,1172,530,51693,153301,3210,13142,203020,55360,258380,103541,136663,99948,93526,61476,37741,542399,344534,886933,555745,237009,147469,14030,29817,52633,120937,7830,107042,136196,10912,134586,162708,8832,44,37401,228,41039,28,1970,1355,39877,122912,1773,128708,13305,118034,32676,8838,10397,3026,9731,12757,17216,99951,41231,41504,51558,11828,284357,149111,135246,32050
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,638666,472450,197937,104332,93605,0,0,0,544716,432456,112260,487441,57275,1408801,70842,9725,15097,944,7451,254,238359,305751,67087,102343,141703,381988,523691,126920,177453,175370,219200,150120,233402,1123831,263720,1387551,875531,428101,210307,92934,83772,131478,201135,86768,248024,274931,53812,271169,211728,98060,605,44529,587,93746,71,264,4773,44026,257287,1253,219377,19329,211628,46969,13062,16024,15610,33002,48612,48505,189075,81885,58685,66325,16630,197937,104332,93605,69080
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,670200,444111,408785,217338,191447,0,0,0,691621,488321,203300,531227,160394,1701061,21650,1945,12270,334,3620,33,110495,285004,10132,33400,302013,154113,456126,197303,230074,194595,202792,144626,105346,1093767,505251,1599018,1017830,456536,265109,24642,65713,90721,231246,21142,202588,259276,16651,231144,295628,23078,98,87692,12798,78490,53,4199,2895,76543,194669,4792,218535,53834,215575,60114,16187,18978,5846,17116,22962,32391,188751,80345,76015,91914,21419,408785,217338,191447,58166
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,399480,276611,170448,90856,79592,0,0,0,326534,250020,76514,246457,80077,945693,8247,734,1042,105,645,22,70149,168558,5034,19241,211816,78328,290144,90737,109829,115794,145258,97457,58826,627288,201028,828316,549975,245095,162356,14298,40791,52868,123227,9674,128007,145032,10748,123545,168223,12154,121,58314,5301,36644,41,173,4715,36547,114081,1670,133448,32772,114239,35840,9978,11871,3807,10084,13891,19716,105616,45175,40725,50636,13257,170448,90856,79592,47801
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,502049,330709,282351,150940,131411,0,0,0,523422,368277,155145,385851,137571,1276669,23016,889,29103,172,2594,56,78386,222462,5263,23750,278335,89665,368000,136892,185626,151682,154773,107994,64599,815843,419624,1235467,784085,335704,213478,15836,40480,61694,168445,10485,160742,193577,14045,146428,227870,12316,184,94342,15600,89084,39,542,4981,73935,119784,1170,129177,50863,153267,48467,13086,15718,4228,13046,17274,23783,134056,55033,55240,73299,19953,282351,150940,131411,46779
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,385782,260747,247513,131486,116027,0,0,0,373899,292696,81203,290663,83236,974520,8232,1769,87558,265,351,70,62668,187349,3724,15301,231091,75696,306787,119345,158239,124682,117753,82297,51043,662470,369869,1032339,630194,265813,176320,12792,36696,59238,138662,8124,140195,153352,8646,126896,189832,7550,107,67766,1443,77712,36,354,2845,60650,114419,897,116339,25152,128054,39137,9894,11896,3676,11442,15118,19624,111504,45618,46262,59344,14255,247513,131486,116027,35456
